kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
12062667,K01487.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,2.92928244,1.547e-05,-1.547e-05,133.72275,0.00474,-0.00474,1.14,1.187,-0.032,6.794,0.211,-0.211,268.6,8.0,-8.0,38.42,6.95,-12.9,2112.0,,,4706.45,2516.39,-2847.92,39.2,1.0,q1_q17_dr25_tce,6634.0,161.0,-181.0,3.831,0.3,-0.1,2.251,0.407,-0.756,292.07269,50.54829,12.674
12066335,K00784.01,Kepler-231 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,19.27153892,4.145e-05,-4.145e-05,186.77093,0.00182,-0.00182,0.031,0.36,-0.031,2.7594,0.0551,-0.0551,1219.8,35.3,-35.3,1.93,0.1,-0.12,393.0,,,5.66,1.13,-1.06,37.1,1.0,q1_q17_dr25_tce,4077.0,81.0,-81.0,4.702,0.027,-0.027,0.56,0.03,-0.034,293.97336,50.53191,15.385
12066335,K00784.02,Kepler-231 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.06524317,1.49e-05,-1.49e-05,136.28906,0.00119,-0.00119,0.628,0.003,-0.478,1.369,0.0393,-0.0393,1053.3,39.2,-39.2,1.91,0.1,-0.12,488.0,,,13.43,2.69,-2.5,30.3,2.0,q1_q17_dr25_tce,4077.0,81.0,-81.0,4.702,0.027,-0.027,0.56,0.03,-0.034,293.97336,50.53191,15.385
12066569,K03282.01,Kepler-1455 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,49.2768448,0.0003357,-0.0003357,157.02073,0.00515,-0.00515,0.022,0.419,-0.022,3.787,0.171,-0.171,1132.9,73.0,-73.0,1.75,0.09,-0.13,271.0,,,1.28,0.26,-0.26,17.8,1.0,q1_q17_dr25_tce,3899.0,78.0,-78.0,4.713,0.039,-0.021,0.529,0.028,-0.038,294.08307,50.502769,15.855
12066767,K05951.01,,CANDIDATE,CANDIDATE,,0,0,0,0,194.25835342,,,288.4461343,,,,,,3.15,,,,,,,,,,,,,,,,1.0,q1_q16_tce,,,,,,,,,,294.17059,50.593632,15.779
12067960,K07510.01,,CANDIDATE,CANDIDATE,0.972,0,0,0,0,5.60682001,5.79e-05,-5.79e-05,135.84466,0.00898,-0.00898,0.156,0.285,-0.156,2.714,0.278,-0.278,150.7,18.3,-18.3,1.04,0.24,-0.08,942.0,,,186.43,125.04,-46.81,9.9,1.0,q1_q17_dr25_tce,5699.0,152.0,-169.0,4.553,0.04,-0.16,0.853,0.193,-0.069,294.73962,50.566841,15.289
12068975,K00623.01,Kepler-197 c,CONFIRMED,CANDIDATE,0.284,0,0,0,0,10.34973276,2.951e-05,-2.951e-05,174.06193,0.00233,-0.00233,0.905,0.043,-0.624,4.4859,0.0722,-0.0722,119.0,2.8,-2.8,1.44,0.04,-0.05,930.0,,,177.25,24.08,-24.09,44.5,1.0,q1_q17_dr25_tce,6003.0,96.0,-108.0,4.303,0.018,-0.014,1.109,0.036,-0.04,295.22644,50.558979,11.811
12068975,K00623.02,Kepler-197 d,CONFIRMED,CANDIDATE,0.985,0,0,0,0,15.67750191,5.785e-05,-5.785e-05,179.47311,0.00283,-0.00283,0.911,0.037,-0.622,5.5082,0.0866,-0.0866,115.5,3.1,-3.1,1.42,0.05,-0.05,810.0,,,101.79,13.83,-13.83,39.6,3.0,q1_q17_dr25_tce,6003.0,96.0,-108.0,4.303,0.018,-0.014,1.109,0.036,-0.04,295.22644,50.558979,11.811
12068975,K00623.03,Kepler-197 b,CONFIRMED,CANDIDATE,0.973,0,0,0,0,5.59931543,1.424e-05,-1.424e-05,171.47391,0.00205,-0.00205,0.914,0.009,-0.637,3.8944,0.0523,-0.0523,84.8,2.2,-2.2,1.22,0.04,-0.04,1142.0,,,402.39,54.66,-54.69,41.4,2.0,q1_q17_dr25_tce,6003.0,96.0,-108.0,4.303,0.018,-0.014,1.109,0.036,-0.04,295.22644,50.558979,11.811
12068975,K00623.04,Kepler-197 e,CONFIRMED,CANDIDATE,0.992,0,0,0,0,25.2100146,0.0002037,-0.0002037,154.41122,0.00681,-0.00681,0.771,0.201,-0.554,6.553,0.194,-0.194,62.1,3.4,-3.4,0.95,0.04,-0.03,691.0,,,54.06,7.35,-7.34,18.8,4.0,q1_q17_dr25_tce,6003.0,96.0,-108.0,4.303,0.018,-0.014,1.109,0.036,-0.04,295.22644,50.558979,11.811
12069319,K08234.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,231.157554,0.004933,-0.004933,346.94896,0.00903,-0.00903,0.749,0.204,-0.5,8.489,0.387,-0.387,845.6,55.2,-55.2,37.37,0.76,-13.55,789.0,,,91.65,13.52,-63.12,17.4,1.0,q1_q17_dr25_tce,5386.0,133.0,-347.0,2.78,0.03,-0.03,11.839,0.239,-4.293,295.39795,50.539268,13.451
12069414,K04512.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,0.589458602,1.658e-06,-1.658e-06,131.82156,0.00261,-0.00261,0.086,0.368,-0.086,0.8278,0.0891,-0.0891,158.4,12.6,-12.6,0.98,0.13,-0.13,1848.0,,,2736.51,1408.14,-928.9,17.3,1.0,q1_q17_dr25_tce,5286.0,202.0,-184.0,4.517,0.095,-0.095,0.776,0.11,-0.099,295.45059,50.54211,15.314
12070811,K00785.01,Kepler-679 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,12.3935651,3.932e-05,-3.932e-05,178.74725,0.00245,-0.00245,0.883,0.033,-0.64,3.8896,0.0834,-0.0834,916.6,29.1,-29.1,2.66,0.54,-0.23,677.0,,,49.68,31.16,-12.97,35.8,1.0,q1_q17_dr25_tce,5557.0,166.0,-166.0,4.603,0.034,-0.128,0.75,0.152,-0.065,296.02133,50.56778,15.505
12071006,K07511.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,6.096030635,5.78e-07,-5.78e-07,135.0308909,7.8e-05,-7.8e-05,0.642,0.003,-0.003,18.4531,0.0083,-0.0083,901660.0,217.0,-217.0,406.97,39.3,-91.77,1925.0,,,3246.2,813.75,-1382.59,4885.3,1.0,q1_q17_dr25_tce,7598.0,75.0,-83.0,3.867,0.163,-0.075,2.692,0.26,-0.607,296.10501,50.518471,13.533
12071037,K02388.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,6.0959841,9.735e-05,-9.735e-05,135.0254,0.0122,-0.0122,0.657,0.345,-0.657,10.39,2.4,-2.4,112.7,9.7,-9.7,0.99,0.23,-0.15,988.0,,,225.07,156.06,-81.32,29.2,1.0,q1_q17_dr25_tce,5826.0,157.0,-157.0,4.43,0.144,-0.176,0.885,0.207,-0.138,296.1181,50.51659,14.104
12071754,K04914.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,5.47455167,5.691e-05,-5.691e-05,133.55529,0.00945,-0.00945,0.931,0.023,-0.726,3.71,0.281,-0.281,73.2,8.2,-8.2,1.4,0.23,-0.27,1155.0,,,419.95,179.81,-162.64,10.8,1.0,q1_q17_dr25_tce,5611.0,84.0,-75.0,4.19,0.182,-0.098,1.312,0.21,-0.257,296.40094,50.558338,14.211
12071775,K05952.01,,CANDIDATE,CANDIDATE,,0,0,0,0,164.507439,0.00452,-0.00452,212.7605,0.0209,-0.0209,0.3819,0.0915,-0.3818,11.428,0.623,-0.623,433.8,45.1,-45.1,2.15,0.77,-0.31,346.0,,,3.39,3.63,-1.19,11.7,1.0,q1_q16_tce,5866.0,169.0,-175.0,4.382,0.114,-0.246,1.02,0.368,-0.146,296.40887,50.585171,15.025
12072872,K03017.01,,CANDIDATE,CANDIDATE,0.98,0,0,0,0,2.46288834,1.574e-05,-1.574e-05,132.80114,0.0059,-0.0059,0.256,0.198,-0.256,1.724,0.157,-0.157,47.4,4.9,-4.9,0.67,0.18,-0.12,1391.0,,,883.43,680.76,-344.15,11.9,1.0,q1_q17_dr25_tce,5893.0,159.0,-159.0,4.395,0.149,-0.182,0.967,0.253,-0.169,296.85925,50.560162,13.308
12102775,K05953.01,,CANDIDATE,CANDIDATE,,0,0,0,0,370.84786,0.0109,-0.0109,260.7921,0.0198,-0.0198,0.8847,0.0061,-0.628,13.966,0.78,-0.78,1440.0,106.0,-106.0,4.03,1.13,-0.26,219.0,,,0.54,0.47,-0.11,15.2,1.0,q1_q16_tce,5291.0,169.0,-140.0,4.539,0.027,-0.215,0.886,0.249,-0.057,286.39944,50.625679,15.479
12105051,K00141.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,2.624234833,3.89e-07,-3.89e-07,132.304988,0.000122,-0.000122,0.781,0.057,-0.39,1.3874,0.0316,-0.0316,2607.0,8.9,-8.9,5.11,0.6,-0.23,1164.0,,,434.31,151.68,-68.35,361.1,1.0,q1_q17_dr25_tce,5340.0,106.0,-106.0,4.514,0.033,-0.104,0.899,0.105,-0.04,288.0383,50.651611,13.687
12105086,K05954.01,,CANDIDATE,CANDIDATE,,0,0,0,0,73.908995,0.001885,-0.001885,159.8067,0.0222,-0.0222,0.4947,0.0429,-0.4491,3.916,0.796,-0.796,100.5,21.3,-21.3,0.94,0.39,-0.08,421.0,,,7.44,8.86,-1.85,7.0,1.0,q1_q16_tce,5865.0,146.0,-170.0,4.518,0.033,-0.296,0.918,0.376,-0.074,288.05573,50.65369,13.144
12105785,K07512.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,31.953038766,5.634e-06,-5.634e-06,142.708054,0.000145,-0.000145,0.907,0.007,-0.002,8.0461,0.0132,-0.0132,17703.0,21.7,-21.7,47.96,9.48,-17.59,864.0,,,131.55,80.67,-84.84,1364.9,1.0,q1_q17_dr25_tce,5524.0,165.0,-165.0,3.693,0.287,-0.123,2.734,0.54,-1.003,288.4874,50.675461,13.032
12106875,K07513.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,5.9371708,0.0001561,-0.0001561,135.957,0.0205,-0.0205,0.4778,0.0053,-0.4778,4.954,0.557,-0.557,157.1,20.4,-20.4,1.17,0.48,-0.15,945.0,,,188.41,234.63,-59.1,10.1,1.0,q1_q17_dr24_tce,5475.0,170.0,-139.0,4.426,0.111,-0.111,0.923,0.378,-0.118,289.14355,50.611198,15.379
12106929,K00359.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,5.93720557,1.538e-05,-1.538e-05,171.57597,0.00227,-0.00227,0.976,0.012,-0.006,4.882,0.171,-0.171,371.4,11.2,-11.2,1.84,0.32,-0.1,894.0,,,150.81,80.47,-30.75,59.9,1.0,q1_q17_dr25_tce,5857.0,158.0,-158.0,4.633,0.032,-0.128,0.712,0.124,-0.041,289.1702,50.627621,13.799
12106934,K03895.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,5.93717724,3.607e-05,-3.607e-05,135.95682,0.00672,-0.00672,6.282,2.824,-4.245,5.355,0.106,-0.106,25450.0,504.0,-504.0,594.32,0.0,0.0,1005.0,,,241.6,0.0,0.0,56.3,1.0,q1_q17_dr25_tce,5780.0,,,4.438,,,1.0,,,289.17267,50.630558,18.358
12107008,K04297.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,5.93725628,6.084e-05,-6.084e-05,135.9371,0.0101,-0.0101,0.351,0.104,-0.351,3.639,0.254,-0.254,115.6,8.1,-8.1,0.86,0.13,-0.12,891.0,,,148.97,71.27,-49.98,17.1,1.0,q1_q17_dr25_tce,5428.0,162.0,-162.0,4.494,0.115,-0.104,0.799,0.117,-0.107,289.20834,50.61599,14.702
12107021,K00360.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,5.93719982,2.961e-05,-2.961e-05,135.95338,0.00407,-0.00407,0.748,0.206,-0.748,3.95,0.726,-0.726,175.6,14.2,-14.2,1.47,0.2,-0.1,1059.0,,,297.14,117.72,-62.66,37.0,1.0,q1_q17_dr25_tce,6102.0,120.0,-144.0,4.457,0.035,-0.105,1.026,0.14,-0.07,289.21481,50.650921,13.021
12108293,K04540.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.705455349,4.078e-06,-4.078e-06,131.67764,0.00501,-0.00501,0.447,0.029,-0.447,2.469,0.148,-0.148,74.9,5.0,-5.0,0.64,0.11,-0.04,1693.0,,,1936.09,1019.96,-456.52,18.0,1.0,q1_q17_dr25_tce,5383.0,159.0,-143.0,4.614,0.035,-0.105,0.736,0.122,-0.057,289.94019,50.652771,14.837
12108312,K01492.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.70544824,5.67e-07,-5.67e-07,133.807063,0.000657,-0.000657,1.2,0.278,-0.144,2.9423,0.0428,-0.0428,462.4,4.9,-4.9,20.03,4.83,-1.94,1868.0,,,2899.07,2069.34,-806.36,118.2,1.0,q1_q17_dr25_tce,5717.0,155.0,-172.0,4.564,0.042,-0.168,0.826,0.199,-0.08,289.95078,50.657249,14.351
12108364,K04592.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.70544189,3.556e-06,-3.556e-06,131.6954,0.00416,-0.00416,0.328,0.122,-0.328,1.772,0.129,-0.129,133.5,10.9,-10.9,1.04,0.31,-0.1,1960.0,,,3481.65,3037.27,-998.07,13.9,1.0,q1_q17_dr25_tce,5838.0,175.0,-192.0,4.529,0.036,-0.204,0.897,0.26,-0.087,289.97791,50.668259,15.826
12109267,K04457.01,,CANDIDATE,CANDIDATE,0.8,0,0,0,0,79.334347,0.001574,-0.001574,144.0233,0.0147,-0.0147,0.652,0.297,-0.451,10.886,0.527,-0.527,164.9,12.7,-12.7,1.56,0.46,-0.25,500.0,,,14.73,12.47,-5.58,14.6,1.0,q1_q17_dr25_tce,6384.0,158.0,-206.0,4.33,0.12,-0.195,1.15,0.338,-0.182,290.51242,50.649288,13.815
12109845,K03765.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.865959015,1.53e-07,-1.53e-07,132.053694,0.000155,-0.000155,3.068,1.482,-0.353,1.9058,0.0111,-0.0111,291270.0,656.0,-656.0,144.5,9.24,-12.33,1162.0,,,434.65,123.0,-129.02,620.8,1.0,q1_q17_dr25_tce,4561.0,145.0,-194.0,4.788,0.048,-0.028,0.469,0.03,-0.04,290.91916,50.696388,16.44
12110786,K02665.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.112207126,5.83e-06,-5.83e-06,131.8505,0.00459,-0.00459,0.402,0.038,-0.402,1.35,0.143,-0.143,54.7,5.4,-5.4,0.73,0.23,-0.07,1797.0,,,2467.09,2229.27,-707.62,13.0,1.0,q1_q17_dr25_tce,6046.0,162.0,-180.0,4.486,0.052,-0.208,0.972,0.3,-0.1,291.5321,50.681599,13.823
12110901,K05955.01,,CANDIDATE,CANDIDATE,,0,0,0,0,96.32561456,,,153.0316267,,,,,,2.28,,,,,,,,,,,,,,,,1.0,q1_q16_tce,,,,,,,,,,291.59988,50.635891,14.451
12110942,K00786.01,Kepler-680 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.689920099,8.982e-06,-8.982e-06,170.36571,0.00191,-0.00191,0.151,0.304,-0.151,2.6557,0.0677,-0.0677,426.7,13.8,-13.8,1.89,0.54,-0.2,1147.0,,,408.99,342.24,-123.32,35.6,1.0,q1_q17_dr25_tce,5880.0,157.0,-192.0,4.518,0.046,-0.196,0.917,0.262,-0.098,291.62241,50.61824,15.242
12115188,K02396.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.495434094,4.41e-07,-4.41e-07,133.458716,0.000762,-0.000762,0.009,0.42,-0.009,1.2496,0.0279,-0.0279,287.9,6.3,-6.3,1.57,0.39,-0.17,2151.0,,,5088.43,3876.23,-1460.79,57.2,1.0,q1_q17_dr25_tce,5529.0,166.0,-150.0,4.471,0.062,-0.175,0.936,0.235,-0.101,293.97278,50.645142,14.672
12116380,K02155.01,Kepler-1123 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.3394569,1.07e-05,-1.07e-05,132.80309,0.00202,-0.00202,0.821,0.036,-0.564,2.3652,0.0607,-0.0607,337.4,12.3,-12.3,2.11,0.29,-0.29,1061.0,,,300.07,111.52,-89.65,31.6,1.0,q1_q17_dr25_tce,5330.0,79.0,-79.0,4.366,0.132,-0.108,1.013,0.139,-0.139,294.51767,50.670399,14.822
12116489,K00547.01,Kepler-595 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,25.30291816,2.886e-05,-2.886e-05,188.060148,0.000901,-0.000901,0.04,0.358,-0.04,4.4903,0.0412,-0.0412,2105.7,19.5,-19.5,3.95,0.22,-0.37,535.0,,,19.39,3.65,-4.42,117.7,1.0,q1_q17_dr25_tce,5121.0,84.0,-76.0,4.457,0.091,-0.039,0.888,0.049,-0.084,294.5704,50.673019,14.773
12116489,K00547.03,Kepler-595 c,CONFIRMED,CANDIDATE,0.882,0,0,0,0,12.3860474,0.0001587,-0.0001587,132.8175,0.0105,-0.0105,0.538,0.404,-0.323,2.604,0.303,-0.303,151.3,19.3,-19.3,1.11,0.06,-0.1,679.0,,,50.23,9.45,-11.45,9.1,2.0,q1_q17_dr25_tce,5121.0,84.0,-76.0,4.457,0.091,-0.039,0.888,0.049,-0.084,294.5704,50.673019,14.773
12116489,K00547.02,,CANDIDATE,CANDIDATE,,0,0,0,0,7.34672485,8.264e-05,-8.264e-05,134.5155,0.0108,-0.0108,0.2525,0.1849,-0.2525,2.136,0.293,-0.293,143.0,18.5,-18.5,0.97,0.28,-0.06,784.0,,,89.33,82.58,-19.03,10.1,2.0,q1_q17_dr24_tce,5271.0,185.0,-148.0,4.578,0.019,-0.019,0.821,0.242,-0.05,294.5704,50.673019,14.773
12117215,K08296.01,,FALSE POSITIVE,FALSE POSITIVE,0.116,1,0,0,0,272.54288087,,,349.7527344,,,0.287,,,3.0246,,,807.2,,,2.35,0.61,-0.2,255.0,,,1.0,0.76,-0.25,5.7,1.0,q1_q17_dr25_tce,5677.0,152.0,-152.0,4.563,0.044,-0.176,0.828,0.216,-0.072,294.92795,50.662369,15.111
12120307,K02597.01,Kepler-394 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,8.00504749,5.083e-05,-5.083e-05,138.71228,0.00594,-0.00594,0.054,0.405,-0.054,3.32,0.166,-0.166,187.5,13.2,-13.2,1.52,0.51,-0.17,1035.0,,,271.68,262.66,-85.79,15.6,1.0,q1_q17_dr25_tce,6398.0,157.0,-224.0,4.411,0.056,-0.21,1.101,0.37,-0.123,296.30197,50.672321,14.79
12120307,K02597.02,Kepler-394 c,CONFIRMED,CANDIDATE,0.969,0,0,0,0,12.13070414,9.622e-05,-9.622e-05,139.89855,0.00688,-0.00688,0.083,0.365,-0.083,3.843,0.185,-0.185,211.2,15.1,-15.1,1.61,0.54,-0.18,901.0,,,155.85,150.68,-49.21,15.3,3.0,q1_q17_dr25_tce,6398.0,157.0,-224.0,4.411,0.056,-0.21,1.101,0.37,-0.123,296.30197,50.672321,14.79
12120307,K02597.03,Kepler-394 d,CONFIRMED,CANDIDATE,0.999,0,0,0,0,5.61357653,3.842e-05,-3.842e-05,131.81669,0.0054,-0.0054,0.119,0.328,-0.119,2.905,0.148,-0.148,162.3,11.7,-11.7,1.41,0.48,-0.16,1165.0,,,435.61,421.15,-137.56,15.2,2.0,q1_q17_dr25_tce,6398.0,157.0,-224.0,4.411,0.056,-0.21,1.101,0.37,-0.123,296.30197,50.672321,14.79
12120484,K02407.01,Kepler-1226 b,CONFIRMED,CANDIDATE,0.993,0,0,0,0,17.2922631,0.0001282,-0.0001282,135.75448,0.00619,-0.00619,0.865,0.012,-0.601,7.042,0.161,-0.161,203.1,9.9,-9.9,2.13,0.35,-0.34,809.0,,,101.22,41.84,-33.67,23.7,1.0,q1_q17_dr25_tce,5936.0,71.0,-79.0,4.261,0.137,-0.112,1.299,0.209,-0.209,296.37692,50.621471,14.15
12120943,K01458.01,,CANDIDATE,CANDIDATE,0.978,0,0,0,0,8.98128472,2.068e-05,-2.068e-05,354.83042,0.00156,-0.00156,0.294,0.093,-0.294,5.0397,0.0736,-0.0736,4924.0,76.7,-76.7,7.19,1.95,-0.78,898.0,,,153.36,127.32,-49.13,76.6,1.0,q1_q17_dr25_tce,5977.0,187.0,-229.0,4.473,0.048,-0.192,1.022,0.278,-0.111,296.57153,50.677849,15.703
12121118,K08235.01,,FALSE POSITIVE,FALSE POSITIVE,0.005,1,0,0,0,495.06538,0.03719,-0.03719,245.567,0.061,-0.061,0.341,0.123,-0.341,21.09,2.6,-2.6,417.0,37.1,-37.1,2.0,0.62,-0.21,236.0,,,0.74,0.68,-0.22,13.2,1.0,q1_q17_dr25_tce,6075.0,180.0,-198.0,4.486,0.05,-0.2,0.969,0.3,-0.1,296.65671,50.68721,14.116
12121470,K02142.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.877350712,7.397e-06,-7.397e-06,132.26591,0.00274,-0.00274,0.297,0.179,-0.297,1.7478,0.0808,-0.0808,185.6,9.6,-9.6,1.46,0.49,-0.16,1650.0,,,1755.2,1686.64,-535.43,23.1,1.0,q1_q17_dr25_tce,6382.0,170.0,-207.0,4.432,0.054,-0.216,1.059,0.348,-0.116,296.80524,50.611061,14.688
12121570,K02290.01,Kepler-1816 b,CONFIRMED,CANDIDATE,0.97,0,0,0,0,91.500873,0.0005231,-0.0005231,165.67309,0.00493,-0.00493,0.032,0.405,-0.032,4.842,0.126,-0.126,704.8,35.8,-35.8,1.82,0.13,-0.07,310.0,,,2.18,0.53,-0.32,22.6,1.0,q1_q17_dr25_tce,5051.0,111.0,-90.0,4.628,0.017,-0.052,0.706,0.047,-0.03,296.85101,50.698929,14.447
12121701,K05956.01,,CANDIDATE,CANDIDATE,,0,0,0,0,212.646179,0.004107,-0.004107,221.6137,0.0126,-0.0126,0.1739,0.3041,-0.1738,2.539,0.479,-0.479,953.0,198.0,-198.0,3.19,1.24,-0.28,321.0,,,2.5,2.81,-0.69,5.4,1.0,q1_q16_tce,6108.0,146.0,-212.0,4.466,0.041,-0.27,1.03,0.402,-0.089,296.90057,50.628059,15.611
12154526,K02004.01,Kepler-1047 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,56.1886436,0.0002642,-0.0002642,146.37945,0.00371,-0.00371,0.873,0.011,-0.602,6.5272,0.0894,-0.0894,346.2,10.0,-10.0,2.56,0.39,-0.33,503.0,,,15.13,6.7,-4.49,35.6,1.0,q1_q17_dr25_tce,5700.0,114.0,-114.0,4.327,0.103,-0.115,1.176,0.182,-0.149,288.64627,50.788979,13.351
12154526,K02004.02,Kepler-1047 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.18899015,1.97e-05,-1.97e-05,133.52624,0.00522,-0.00522,0.526,0.429,-0.311,2.722,0.151,-0.151,66.2,4.1,-4.1,0.98,0.15,-0.13,1309.0,,,693.65,307.57,-205.7,18.4,2.0,q1_q17_dr25_tce,5700.0,114.0,-114.0,4.327,0.103,-0.115,1.176,0.182,-0.149,288.64627,50.788979,13.351
12154526,K02004.03,,CANDIDATE,CANDIDATE,0.873,0,0,0,0,1.72110057,1.601e-05,-1.601e-05,132.76068,0.00831,-0.00831,0.767,0.033,-0.544,1.922,0.258,-0.258,29.7,4.2,-4.2,0.7,0.11,-0.09,1607.0,,,1575.2,698.44,-467.13,9.3,3.0,q1_q17_dr25_tce,5700.0,114.0,-114.0,4.327,0.103,-0.115,1.176,0.182,-0.149,288.64627,50.788979,13.351
12156174,K03260.01,Kepler-1447 b,CONFIRMED,CANDIDATE,0.502,0,0,0,0,56.6746666,0.0004151,-0.0004151,160.44836,0.00601,-0.00601,0.626,0.299,-0.408,5.516,0.17,-0.17,883.1,44.6,-44.6,4.01,0.64,-0.85,522.0,,,17.59,7.49,-7.21,22.7,1.0,q1_q17_dr25_tce,5541.0,83.0,-72.0,4.189,0.195,-0.105,1.295,0.206,-0.274,289.64343,50.727089,14.682
12156347,K02588.01,Kepler-1687 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.77957133,2.378e-05,-2.378e-05,136.53014,0.0036,-0.0036,0.946,0.004,-0.656,2.5213,0.085,-0.085,396.6,24.3,-24.3,1.5,0.08,-0.08,598.0,,,30.22,6.04,-5.21,18.9,1.0,q1_q17_dr25_tce,4102.0,81.0,-81.0,4.687,0.022,-0.027,0.581,0.031,-0.031,289.74277,50.787041,15.484
12156805,K05957.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,371.54879,0.01617,-0.01617,183.5693,0.0274,-0.0274,0.6743,0.0107,-0.5335,9.841,0.798,-0.798,125.6,14.4,-14.4,1.13,0.59,-0.15,230.0,,,0.66,1.09,-0.22,10.1,1.0,q1_q16_tce,5225.0,181.0,-144.0,4.41,0.124,-0.349,0.954,0.5,-0.128,289.96442,50.791859,12.235
12156930,K08076.01,,CANDIDATE,CANDIDATE,0.753,0,0,0,0,71.10684,0.00174,-0.00174,176.7154,0.0178,-0.0178,0.466,0.34,-0.318,6.933,0.462,-0.462,128.4,13.9,-13.9,1.42,0.45,-0.24,523.0,,,17.68,16.44,-7.09,10.5,1.0,q1_q17_dr25_tce,6339.0,177.0,-221.0,4.315,0.108,-0.201,1.224,0.385,-0.207,290.03943,50.768501,13.74
12157983,K07514.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.577844035,7.61e-07,-7.61e-07,131.88058,0.00111,-0.00111,1.194,0.214,-0.123,4.291,0.113,-0.113,320.4,4.5,-4.5,18.93,4.82,-1.6,1980.0,,,3647.63,2743.79,-908.38,94.0,1.0,q1_q17_dr25_tce,5693.0,154.0,-154.0,4.57,0.042,-0.168,0.816,0.208,-0.069,290.65952,50.711342,13.766
12159249,K01536.01,Kepler-889 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.74443645,1.45e-05,-1.45e-05,133.55997,0.00308,-0.00308,0.169,0.3,-0.169,2.9191,0.0876,-0.0876,73.3,3.4,-3.4,1.1,0.18,-0.17,1328.0,,,736.89,338.3,-247.13,25.4,1.0,q1_q17_dr25_tce,5876.0,104.0,-116.0,4.269,0.125,-0.112,1.293,0.215,-0.196,291.46732,50.75948,12.71
12164564,K02780.01,Kepler-1343 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,3.35184041,1.163e-05,-1.163e-05,131.64441,0.00309,-0.00309,0.091,0.365,-0.091,1.9855,0.0957,-0.0957,345.3,20.4,-20.4,1.88,0.6,-0.19,1294.0,,,661.69,635.63,-198.78,20.0,1.0,q1_q17_dr25_tce,6198.0,175.0,-218.0,4.464,0.052,-0.208,1.005,0.326,-0.102,294.29453,50.725368,15.526
